trail_id,name,area_name,estimated_strenuousness_score
10259022,Merced Lake High Sierra Camp Trail,Yosemite National Park,5
10478855,Wonderland Of Rocks Traverse,Joshua Tree National Park,5
10309880,"Tuolome, Sunrise and Merced Lakes, and Vogelslang Loop",Yosemite National Park,4
10300210,Taft Point via Four Mile Trail,Yosemite National Park,5
10035715,Gin Flat Loop,Yosemite National Park,3
10258329,Visitor Center to Bacon Ranch,Pinnacles National Park,1
10270273,Historic Stovepipe Well,Death Valley National Park,1
10252779,Burnt Hill Trail and Canyon View Trail Loop,Joshua Tree National Park,4
10035754,East Kennedy Lake Trail,Kings Canyon National Park,5
10263522,McArthur Creek Loop Trail,Redwood National Park,4
10355861,Bumpass Hell from Kohm Yah-mah-nee visitor center,Lassen Volcanic National Park,4
10388810,Kaleidoscope Canyon Trail,Death Valley National Park,5
10336696,Crescent Lake to Buena Vista Lake,Yosemite National Park,4
10257651,Tamarack Creek Trail,Yosemite National Park,3
10038503,Drake Lake Trail,Lassen Volcanic National Park,3
10356648,Young Lakes Trail,Yosemite National Park,4
10020646,Harry Wade Road OHV Trail,Death Valley National Park,2
10343125,High Sierra Trail to Lakes Trail,Sequoia National Park,4
10257620,Covington Trail,Joshua Tree National Park,4
10033123,Ireland Lake Trail,Yosemite National Park,4
10111638,Negro Hill Trail,Joshua Tree National Park,3
10021733,Johnson Canyon OHV Trail,Death Valley National Park,4
10259013,Golden Bee Mine Trail,Joshua Tree National Park,5
10273218,Yosemite Valley East Loop,Yosemite National Park,5
10262825,Kaweah River Trail,Sequoia National Park,5
10304145,Tall Trees Access Road,Redwood National Park,4
10269469,Morbid Mound Trail,Joshua Tree National Park,3
10263616,Avalanche Pass Trail to Roaring River Via Kanawyers Trail,Kings Canyon National Park,5
10319970,Cabin Creek Trail,Sequoia National Park,3
10027515,Walker Lake Trail,Yosemite National Park,4
10032086,Pinto Lake Trail,Sequoia National Park,5
10027565,Vidette Meadow Trail,Kings Canyon National Park,5
10269463,Candlestein Pass Trail,Joshua Tree National Park,1
10268353,Bishop Pass Trail,Kings Canyon National Park,5
10027721,Summit Lake to Kings Creek Trail,Lassen Volcanic National Park,2
10270279,Lower Telephone Canyon,Death Valley National Park,3
10022580,Bench Lake Trail,Kings Canyon National Park,5
10400643,Mastodon Peak and Eagle Mountain,Joshua Tree National Park,4
10311964,Quail Mountain from Covington Crest Trailhead,Joshua Tree National Park,4
10038390,Junction Meadow Via Kearsarge Pass and Bubbs Creek Trails,Kings Canyon National Park,5
10266321,The Farm Trail,Redwood National Park,1
10041493,Dream Lake Trail,Lassen Volcanic National Park,1
10264127,Sugar Pine Grove Trail,Yosemite National Park,2
10262823,Crescent Meadow to Tamarack Lake,Sequoia National Park,5
10312153,Tuolumne Meadows to Vogelsang Pass,Yosemite National Park,5
10002139,John Muir Trail From Tioga Pass Road to the Merced River,Yosemite National Park,5
10420957,Hetch Hechy Reservoir to Sierra Crest Backpacking Loop,Yosemite National Park,5
10267055,Bearpaw Meadow Via Paradise Ridge Trail,Sequoia National Park,4
10294566,Yosemite High Country Open Loop,Yosemite National Park,5
10269474,Love Land Wash,Joshua Tree National Park,1
10371837,Little Bridge Canyon Trail,Death Valley National Park,5
10270249,Tule Springs,Death Valley National Park,1
10040302,Clark Range Viewpoint,Yosemite National Park,3
10027722,Corral Meadow Loop Trail,Lassen Volcanic National Park,4
10037320,Rowell Trailhead to Comanche Meadows,Kings Canyon National Park,5
10264130,Westfall Meadows Trail,Yosemite National Park,1
10291229,Tamarack Flat to Yosemite Valley,Yosemite National Park,5
10418330,Big SEKI Loop,Kings Canyon National Park,5
10259085,McCabe Lakes Trail,Yosemite National Park,4
10528381,Generals Highway Scenic Drive,Sequoia National Park,2
10344453,Tharp's Log and Huckleberry Trail Loop,Sequoia National Park,1
10264672,Skunk Point Loop,Channel Islands National Park,2
10341188,Wowona to Half Dome to Yosemite Valley,Yosemite National Park,5
10336074,Vogelsang Basin Loop via John Muir Trail,Yosemite National Park,4
10038496,Twin Meadows Trail,Lassen Volcanic National Park,3
10320139,Lake Eleanor to Laurel Lake,Yosemite National Park,5
10314387,Onion Valley to Horseshoe Meadows,Sequoia National Park,5
10299404,Deer Cove To Cedar Grove,Kings Canyon National Park,5
10478797,Old Dale Road: Pinto Basin Road to Route 62,Joshua Tree National Park,4
10269467,Negropolis Trail,Joshua Tree National Park,1
10022053,Skidoo OHV Road,Death Valley National Park,4
10264120,Yosemite Creek Trail to Yosemite Creek Campground,Yosemite National Park,3
10396556,Manly Beacon via Zabriskie Point and Gower Gulch,Death Valley National Park,3
10018608,Hidden Valley OHV Drive,Death Valley National Park,4
10264122,Cascade Creek from Tamarack Campground Trail,Yosemite National Park,3
10396557,"Red Canyon, Manly Beacon, Zabriskie Point Loop",Death Valley National Park,3
10315438,Raker Peak Loop,Lassen Volcanic National Park,3
10259106,Merced River High Trail,Yosemite National Park,5
10472836,Crystal Lake Trail,Lassen Volcanic National Park,3
10269465,Reggie Dome,Joshua Tree National Park,1
10042325,Paradise Peak,Sequoia National Park,5
10270254,Pride Rock,Death Valley National Park,1
10332210,Huckleberry Trail to Alta Trail Loop,Sequoia National Park,3
10031446,Santa Barbara Island Loop,Channel Islands National Park,4
10257652,South Fork of the Tuolumne Trail,Yosemite National Park,3
10308381,Pohono Trail via McGurk Meadow Trail,Yosemite National Park,4
10258344,Visitor Contact Station to Vista Point,Pinnacles National Park,1
10483854,Rattlesnake Canyon from Indian Cove Picnic Area,Joshua Tree National Park,1
10388993,Scotty's Spring,Death Valley National Park,5
10040394,Pinon Mesa via Hummingbird Spring Trail,Death Valley National Park,3
10293872,White Wolf to Upper Yosemite Falls to Yosemite Valley Lodge,Yosemite National Park,5
10335544,White Mountain via Sawmill Walk-in Campground,Yosemite National Park,5
10257653,Aspen Valley Trail,Yosemite National Park,5
10003914,Jakey Lake Trail,Lassen Volcanic National Park,2
10257658,White Wolf to Smith Meadow Trail,Yosemite National Park,4
10257676,Mather Ranger Station to Smith Meadow Trail,Yosemite National Park,4
10336695,Crescent Lake from Chilnualna Falls Trailhead,Yosemite National Park,5
10372809,"Trans Sierra Trip: Colby Pass Trail, High Sierra Trail, John Muir Trail, Mount Whitney, PCT",Sequoia National Park,5
10327774,Tamarack Creek to El Capitan,Yosemite National Park,5
10517641,"Butte Lake, Cluster Lakes and Cinder Cone Loop",Lassen Volcanic National Park,5
10462912,Big 4 Mines OHV Trail,Death Valley National Park,2
10111637,Careys Castle Trail [CLOSED],Joshua Tree National Park,4
10261704,Jack Gunn Maltese Peak Trail,Death Valley National Park,3
10270286,Jubilee Mountain,Death Valley National Park,5
10351113,Big Oak Flat Road to Tuloumne Meadows,Yosemite National Park,5
10257657,White Wolf to Aspen Valley Trail,Yosemite National Park,4
10331143,Miguel Meadow to Lake Eleanor to Laurel Lake Loop,Yosemite National Park,4
10310060,Mount Whitney from Cottonwood Lakes Walk in Campground,Sequoia National Park,5
10369012,Grand Canyon of the Tuolumne and Rogers Lake,Yosemite National Park,5
10480470,Tamarack Flat to Eagle Peak,Yosemite National Park,5
10327394,Hetch Hetchy to Yosemite Valley,Yosemite National Park,5
10003613,Elephant Seal Cove Trail,Channel Islands National Park,3
10290223,Silver Lake to Yosemite Village,Yosemite National Park,5
10259149,Pleasant Valley To El Dorado Mine and Pinto Basin,Joshua Tree National Park,4
10316147,Inyo Mine Trail,Death Valley National Park,3
10297082,May Lake Camp to Yosemite Valley,Yosemite National Park,5
10258330,Visitor Center to Butterfield Homestead Trail,Pinnacles National Park,1
10484490,Redwood Creek Trail,Kings Canyon National Park,3
10484535,Rae Lake via Bubbs Creek,Kings Canyon National Park,5
10039797,Poopenaut Valley Trail,Yosemite National Park,5
10383306,Mt. Lyell Base via John Muir and Rush Creek Trail,Yosemite National Park,5
10483742,Titus Canyon Narrows,Death Valley National Park,1
10420666,Florence Lake via Kings Canyon on the John Muir and Pacific Crest Trail,Kings Canyon National Park,5
10523443,Lake Eleanor Campground,Yosemite National Park,3
10428358,White Wolf to Piute Creek and the Grand Canyon of the Tuolumne River,Yosemite National Park,5
10257656,White Wolf to Aspen Valley Trail,Yosemite National Park,4
10485496,Goler Wash and Mengal Pass Route,Death Valley National Park,5
10527706,Boiling Springs Lake via Kings Creek and Pacific Crest Trail,Lassen Volcanic National Park,5
10522184,Diving Board,Yosemite National Park,5
10467435,Bishop OHV Loop,Kings Canyon National Park,4
10540716,Montañon Ridge Loop,Channel Islands National Park,5
10541145,Rattle Snake Canyon to Oh-Bay-Yo-Yo Shelter Hike,Joshua Tree National Park,4
10015941,Arch Point Loop Trail,Channel Islands National Park,3
10527108,"Snow Creek, May Lake and Clouds Rest Loop",Yosemite National Park,5
10501331,John Muir Trail,Yosemite National Park,4
10541171,Porcupine Wash Ruby Lee Mill Site Trail,Joshua Tree National Park,4
10541099,"5 Tanks Including Twin Tanks, Ivanpah and Live Oak Tanks",Joshua Tree National Park,4
10541084,Pinto Basin Fried Liver Wash,Joshua Tree National Park,4
10541116,Rock Caves Loop,Joshua Tree National Park,3
10541144,Covington Loop Segment and Deer Horn Trail,Joshua Tree National Park,3
10497238,"North Dome, Tenaya Lake, Half Dome and Happy Isles via Snow Creek and John Muir Trail",Yosemite National Park,5
10458560,Hunter Mountain OHV Road,Death Valley National Park,4
10483879,Alger Lakes via Mono Pass and Parker Pass Trails,Yosemite National Park,5
10461840,Death Valley Buttes,Death Valley National Park,5
10258991,Wetland Boardwalk,Redwood National Park,1
10540136,Juniper Lake to Butte Lake Loop,Lassen Volcanic National Park,5
10541335,Bridalveil Creek Campground to Ostrander Lake Loop,Yosemite National Park,4
10545116,Tenaya Lake to Half Dome Loop,Yosemite National Park,5
10026705,Emerald Lake Trail,Rocky Mountain National Park,3
10235688,Sky Pond via Glacier Gorge Trail,Rocky Mountain National Park,5
10008208,Gem Lake Trail,Rocky Mountain National Park,3
10012319,The Loch Lake Trail via Glacier Gorge Trail,Rocky Mountain National Park,4
10031204,Alberta Falls Trail,Rocky Mountain National Park,1
10026711,Chasm Lake,Rocky Mountain National Park,5
10264164,Dream Lake Trail,Rocky Mountain National Park,1
10238357,Bear Lake Nature Trail,Rocky Mountain National Park,1
10235698,Twin Sisters Peak Trail,Rocky Mountain National Park,5
10035513,Ouzel Falls via Wild Basin Trail from Sandbeach Lake,Rocky Mountain National Park,4
10010318,Deer Mountain Trail,Rocky Mountain National Park,4
10041185,Lake Haiyaha,Rocky Mountain National Park,3
10031203,"Mills Lake, Black Lake, Frozen Lake Trail",Rocky Mountain National Park,5
10043053,Fern Lake Trail,Rocky Mountain National Park,4
10249728,Bridal Veil Falls via Cow Creek Trail,Rocky Mountain National Park,4
10112141,The Keyhole and Longs Peak via Longs Peak Trail,Rocky Mountain National Park,5
10028391,Bierstadt Lake Loop Trail,Rocky Mountain National Park,3
10238728,Glacier Gorge Trail,Rocky Mountain National Park,1
10235677,Cub Lake Trail Loop,Rocky Mountain National Park,4
10235706,Mount Ida Trail,Rocky Mountain National Park,5
10030658,Adams Falls Trail,Rocky Mountain National Park,1
10011242,Flattop Mountain Trail,Rocky Mountain National Park,5
10026708,Sprague Lake Trail,Rocky Mountain National Park,1
10035508,Cascade Falls,Rocky Mountain National Park,2
10111552,Hallett Peak,Rocky Mountain National Park,5
10003209,Timberline Falls and Sky Pond Trail,Rocky Mountain National Park,5
10037044,Odessa Lake Via Fern Lake Trail,Rocky Mountain National Park,4
10028402,High Dune Trail,Great Sand Dunes National Park and Preserve,5
10235697,Nymph Lake Trail,Rocky Mountain National Park,1
10041193,Copeland Falls to Calypso Cascades,Rocky Mountain National Park,1
10235739,Black Lake Trail,Rocky Mountain National Park,5
10235712,East Inlet Trail to Lone Pine Lake,Rocky Mountain National Park,4
10003950,Sandbeach Lake Trail,Rocky Mountain National Park,5
10235699,Ouzel Lake Trail,Rocky Mountain National Park,4
10317586,Mills Lake via Glacier Gorge Trail,Rocky Mountain National Park,3
10041187,Alluvial Fan Trail,Rocky Mountain National Park,1
10026713,West Creek Falls,Rocky Mountain National Park,3
10038099,Lily Lake,Rocky Mountain National Park,1
10292656,Bear Lake to Alberta Falls to Mills Lake,Rocky Mountain National Park,4
10026702,Ute Trail - Tombstone Ridge,Rocky Mountain National Park,4
10012254,Lawn Lake Trail,Rocky Mountain National Park,5
10297828,Ouzel Falls via Wild Basin Trail,Rocky Mountain National Park,4
10291251,The Loch and Lake of Glass,Rocky Mountain National Park,4
10033941,Estes Cone via Eugena Mine and Longs Peak Trail,Rocky Mountain National Park,4
10235681,Andrews Tarn and Andrews Glacier Trail,Rocky Mountain National Park,5
10033876,Petroglyph Point Trail,Mesa Verde National Park,3
10235802,Bridal Veil Falls Via Lumpy Ridge Trails,Rocky Mountain National Park,5
10002801,Ypsilon Lake Trail,Rocky Mountain National Park,4
10363771,Bear Lake to Sky Pond via Glacier Gorge Trail,Rocky Mountain National Park,5
10001492,Calypso Cascades via Allenspark Trail,Rocky Mountain National Park,4
10293112,Lake Helene via Fern Lake Trail,Rocky Mountain National Park,4
10005393,Bluebird Lake Trail,Rocky Mountain National Park,5
10293307,"Nymph, Dream, Haiyaha and Loch Vale Lakes Loop",Rocky Mountain National Park,4
10258578,Cub Lake,Rocky Mountain National Park,4
10235741,East Inlet Trail to Lake Verna,Rocky Mountain National Park,5
10030593,Warner Point Nature Trail,Black Canyon of the Gunnison National Park,1
10320915,Gem Lake Trail and Lumpy Ridge Loop,Rocky Mountain National Park,3
10272716,Continental Divide National Scenic Trail (CDNST) Loop,Rocky Mountain National Park,5
10000412,Chasm Falls Trail via Old Fall River Road,Rocky Mountain National Park,3
10010458,Timber Lake Trail,Rocky Mountain National Park,4
10106086,Cliff Palace Loop Trail,Mesa Verde National Park,1
10289358,Mills Lake and The Loch,Rocky Mountain National Park,4
10235810,Green Mountain Trail,Rocky Mountain National Park,3
10248248,Flat Top Mountain and Fern Lake Trail,Rocky Mountain National Park,4
10296119,Alberta Falls and Bear Lake,Rocky Mountain National Park,3
10263499,Gem Trail to Balanced Rock,Rocky Mountain National Park,4
10264059,Alpine Ridge Trail,Rocky Mountain National Park,1
10290799,Four Lake Loop Trail,Rocky Mountain National Park,4
10033934,Toll Memorial Trail,Rocky Mountain National Park,1
10031845,Mosca Pass Trail,Great Sand Dunes National Park and Preserve,4
10235769,Finch Lake via Allenspark Trail,Rocky Mountain National Park,4
10284205,"Tyndall Glacier and Nymph, Dream, Emerald, and Haiyaha Lakes",Rocky Mountain National Park,4
10267490,Lily Ridge Trail,Rocky Mountain National Park,1
10033889,Oak Flat Loop Trail,Black Canyon of the Gunnison National Park,3
10259076,Gunnison Route Trail,Black Canyon of the Gunnison National Park,5
10018356,Dunes Trail from Pinyon Flats,Great Sand Dunes National Park and Preserve,5
10031830,Crystal Lakes Trail,Rocky Mountain National Park,5
10293115,Glacier Gorge Trailhead to Jewel Lake,Rocky Mountain National Park,4
10271463,Trail Ridge Road,Rocky Mountain National Park,4
10235788,MacGregor Falls Trail,Rocky Mountain National Park,4
10249822,Painted Wall View Trail,Black Canyon of the Gunnison National Park,1
10299305,Mills Lake via Glacier Gorge Trail,Rocky Mountain National Park,4
10007866,Chapin Pass Trail to Mount Chapin,Rocky Mountain National Park,3
10111780,Mount Chiquita via Chapin Pass Trail,Rocky Mountain National Park,3
10277364,The Pool via Fern Lake Trail,Rocky Mountain National Park,1
10274329,Twin Owls and Lumpy Ridge Loop,Rocky Mountain National Park,1
10250371,Onahu Trail to Granite Falls,Rocky Mountain National Park,4
10030653,Lulu City Trail,Rocky Mountain National Park,4
10038088,Mirror Lake Trail,Rocky Mountain National Park,4
10241603,Old Fall River Road,Rocky Mountain National Park,2
10013526,Thunder Lake Trail,Rocky Mountain National Park,5
10002585,North Inlet Trail to Lake Nokoni,Rocky Mountain National Park,4
10255921,Balcony House Loop Trail,Mesa Verde National Park,1
10270326,Bear Lake to Bierstadt Lake via Flat Top Mountain Trail,Rocky Mountain National Park,1
10008051,Upper Beaver Meadows Loop Trail,Rocky Mountain National Park,1
10236189,Chasm View Nature Trail,Black Canyon of the Gunnison National Park,1
10248242,Forest Canyon Overlook,Rocky Mountain National Park,1
10017559,Lion Lake Trail,Rocky Mountain National Park,5
10254185,Emerald Mountain Trail,Rocky Mountain National Park,3
10258922,Sand Dunes Loop Trail,Great Sand Dunes National Park and Preserve,3
10018316,Exclamation Point,Black Canyon of the Gunnison National Park,1
10258930,Green Mountain Summit Via North Vista Trail,Black Canyon of the Gunnison National Park,4
10258323,5 Lake Loop,Rocky Mountain National Park,5
10008056,Mesa Verde Point Lookout Trail,Mesa Verde National Park,3
10239321,Big Meadows Trail,Rocky Mountain National Park,4
10279359,Bear Lake and Nymph Lake,Rocky Mountain National Park,1
10240894,Cow Creek to Gem Lake,Rocky Mountain National Park,4
10235711,East Inlet Trail to Spirit Lake,Rocky Mountain National Park,5
10263386,Fern and Spruce Lakes,Rocky Mountain National Park,4
10263389,Finch Lake and Pear Lake Trail,Rocky Mountain National Park,4
10275682,East Inlet Trail to Adams Falls and Campsite,Rocky Mountain National Park,3
10272876,Gunnison Point Overlook,Black Canyon of the Gunnison National Park,1
10265217,Marmot Point Trail,Rocky Mountain National Park,3
10264634,Holzwarth Historical Site / Never Summer Ranch,Rocky Mountain National Park,1
10236182,Rim Rock Nature Trail,Black Canyon of the Gunnison National Park,3
10265442,Irene Lake Trail,Rocky Mountain National Park,1
10002501,Soda Canyon Overlook Trail,Mesa Verde National Park,1
10266708,Boulder Brook Trail,Rocky Mountain National Park,3
10289369,Odessa Lake via Fern Lake Trail,Rocky Mountain National Park,4
10030657,Ute Trail from Poudre Lake to Alpine Ridge,Rocky Mountain National Park,4
10344418,"Chapin, Chiquita, Ypsilon",Rocky Mountain National Park,5
10017560,Storm Pass Trail,Rocky Mountain National Park,4
10289234,Bear Lake to Lake Bierstadt,Rocky Mountain National Park,3
10314923,Beaver Ponds,Rocky Mountain National Park,1
10028396,East Portal Trailhead: Wind River and Glacier Basin Loop,Rocky Mountain National Park,4
10002944,Onahu Creek Trail,Rocky Mountain National Park,2
10038098,Eugenia Mine,Rocky Mountain National Park,3
10236179,Upper Sand Creek Lake Trail,Great Sand Dunes National Park and Preserve,5
10039066,Mesa Verde National Park Scenic Drive,Mesa Verde National Park,2
10264641,Warner Route,Black Canyon of the Gunnison National Park,5
10031837,Mill Creek Basin Trail to Bierstadt Lake,Rocky Mountain National Park,4
10274038,Mount Lady Washington and Chasm Lake,Rocky Mountain National Park,5
10267446,Mummy Mountain Trail,Rocky Mountain National Park,5
10268030,Beaver Mountian Trail,Rocky Mountain National Park,3
10264716,Bible Point,Rocky Mountain National Park,1
10236038,Long House Trail,Mesa Verde National Park,3
10266319,Lilly Lake to Estes Cone Loop,Rocky Mountain National Park,5
10006227,Tonahutu Creek Trail to Big Meadows,Rocky Mountain National Park,4
10235791,Twin Owls Loop,Rocky Mountain National Park,4
10269076,Big Meadow and Ptarmigan Pass Loop Trail,Rocky Mountain National Park,4
10030655,Little Yellowstone,Rocky Mountain National Park,4
10263500,Shadow Mountain Fire Lookout Trail,Rocky Mountain National Park,4
10026706,Little Matterhorn,Rocky Mountain National Park,4
10281307,Lookout Mountain and Horsetooth Peak,Rocky Mountain National Park,5
10258580,Glacier Gorge to Glacier Creek Trail,Rocky Mountain National Park,4
10293283,Rocky Mountain Lake Loop,Rocky Mountain National Park,5
10028436,Medano Lake Trail,Great Sand Dunes National Park and Preserve,4
10273673,Mount Lady Washington,Rocky Mountain National Park,5
10236186,Cedar Point Nature Trail,Black Canyon of the Gunnison National Park,3
10306840,Bear Lake Trail Head to North Inlet Trail Head,Rocky Mountain National Park,5
10236039,Step House Trail,Mesa Verde National Park,3
10295603,Sprague Lake,Rocky Mountain National Park,3
10004128,Montville Nature Trail,Great Sand Dunes National Park and Preserve,1
10013832,Finch Lake and Pear Reservoir Trail,Rocky Mountain National Park,5
10290912,The Spearhead via Glacier Gorge Trail,Rocky Mountain National Park,5
10302787,Bear Lake Road Loop,Rocky Mountain National Park,3
10236176,Dunes Overlook Sand Ramp Trail,Great Sand Dunes National Park and Preserve,3
10013322,North Deer Mountain Trail,Rocky Mountain National Park,4
10000730,Knife Edge Trail,Mesa Verde National Park,1
10005709,Lake Nanita Trail,Rocky Mountain National Park,5
10348232,Peak 12150 via Ute Trail,Rocky Mountain National Park,5
10007989,Prater Ridge Trail,Mesa Verde National Park,4
10028379,Shipler Cabin,Rocky Mountain National Park,3
10255924,Far View Sites Complex,Mesa Verde National Park,1
10012441,Spruce Canyon Trail,Mesa Verde National Park,3
10235811,The Saddle Trail,Rocky Mountain National Park,5
10288992,Fern Lake Trail and Cub Lake Trail Loop,Rocky Mountain National Park,4
10263505,Mount Otis from Bear Lake,Rocky Mountain National Park,5
10310851,Hidden Valley Creek Nature Walk,Rocky Mountain National Park,1
10341169,Oldman Mountain,Rocky Mountain National Park,4
10235721,Haynach Lakes Trail,Rocky Mountain National Park,5
10008311,Black Canyon Trail,Rocky Mountain National Park,4
10008082,Hidden Valley Trail,Rocky Mountain National Park,5
10483902,Shelf Lake and Solitude Lake via Glacier Gorge Trail,Rocky Mountain National Park,5
10351832,Finch Lake from Finch Lake Trailhead,Rocky Mountain National Park,4
10308121,Longs Peak Via Boulder Brook,Rocky Mountain National Park,5
10042102,East Shore Trail,Rocky Mountain National Park,4
10267072,South Lateral Moraine Trail,Rocky Mountain National Park,1
10303226,"Black Canyon, Dark Mountain, Cow Creek, Gem Lake Loop",Rocky Mountain National Park,4
10328652,Dragon Point Trail,Black Canyon of the Gunnison National Park,1
10263510,Lake of the Clouds via Grand Ditch Trail,Rocky Mountain National Park,4
10347650,Azure Lake and Inkwell Lake Loop,Rocky Mountain National Park,5
10001960,Cache la Poudre River Trail,Rocky Mountain National Park,1
10316689,"Sprague Lake, Glacier Creek and Storm Pass Loop",Rocky Mountain National Park,3
10299308,"Nymph Lake, Lake Haiyaha, Mills Lake and Jewel Lake",Rocky Mountain National Park,4
10009217,Little Medano Creek Trail to Medano Lake,Great Sand Dunes National Park and Preserve,4
10002726,Wellington Ditch Trail,Great Sand Dunes National Park and Preserve,1
10239051,High Point Trail,Black Canyon of the Gunnison National Park,3
10006093,Little Horseshoe Park Trail,Rocky Mountain National Park,2
10009678,Flattop Mountain Trail to Ptarmigan Pass to Big Meadows,Rocky Mountain National Park,5
10009887,Sundance Mountain Trail,Rocky Mountain National Park,3
10325732,West Creek Falls and Fox Creek Falls Trail,Rocky Mountain National Park,5
10267447,Mount Fairchild Trail,Rocky Mountain National Park,5
10384471,Eagle Cliff Mountain,Rocky Mountain National Park,5
10255923,Mesa Top Loop Road,Mesa Verde National Park,1
10293388,Park Point Overlook Trail,Mesa Verde National Park,1
10352842,Fern Lake Trail to Flat Top Mountain Loop,Rocky Mountain National Park,5
10323206,East Portal Trail,Black Canyon of the Gunnison National Park,1
10415387,Chief Cheley Peak and Mount Ida,Rocky Mountain National Park,5
10326635,Black Canyon Trail,Rocky Mountain National Park,4
10328654,Pulpit Rock Overlook Trail,Black Canyon of the Gunnison National Park,1
10296253,Cub Lake Loop via Moraine Trail,Rocky Mountain National Park,4
10236040,Badger House Community Trail,Mesa Verde National Park,1
10335093,Chapin Creek,Rocky Mountain National Park,1
10325906,Cross Fissures Trail,Black Canyon of the Gunnison National Park,1
10346961,Dunes Overlook Trail,Great Sand Dunes National Park and Preserve,3
10325904,Devils Lookout Trail,Black Canyon of the Gunnison National Park,1
10296245,Visitor Center to Granite Falls,Rocky Mountain National Park,4
10033938,Beaver Ponds Boardwalk,Rocky Mountain National Park,1
10013146,Red Mountain to Grand Ditch Trail,Rocky Mountain National Park,4
10505446,Six Lakes Boulder Loop,Rocky Mountain National Park,5
10241201,Cow Creek to McGregor Loop,Rocky Mountain National Park,4
10331490,Storm Pass and Longs Peak Trail,Rocky Mountain National Park,5
10328659,Sunset View Trail,Black Canyon of the Gunnison National Park,1
10333886,"Wind River, Storm Pass, Sprague Lake, and Glacier Creek Loop",Rocky Mountain National Park,4
10415389,Continental Divide Traverse: Milner Pass to Bear Lake,Rocky Mountain National Park,4
10325905,Rock Point Trail,Black Canyon of the Gunnison National Park,1
10353375,Finch Lake and Pear Lake via Allenspark Trail,Rocky Mountain National Park,4
10233312,Bear Lake to Howell Park,Rocky Mountain National Park,4
10297065,Balanced Rock via Cow Creek Trail,Rocky Mountain National Park,4
10003889,Farming Terraces Trail,Mesa Verde National Park,1
10336110,Colorado River and Red Mountain Trail,Rocky Mountain National Park,5
10328656,Chasm View South Rim Lookout Trail,Black Canyon of the Gunnison National Park,1
10290968,Lulu City via Little Yellowstone Trail,Rocky Mountain National Park,4
10325911,Uplands Trail,Black Canyon of the Gunnison National Park,1
10293306,Skeleton Gulch,Rocky Mountain National Park,5
10258032,Pinion Flats Campground Trail,Great Sand Dunes National Park and Preserve,1
10503810,North Long's Peak Trail to Boulder Brook,Rocky Mountain National Park,4
10327225,Wild Basin Trail to Allenspark Trail,Rocky Mountain National Park,4
10328707,Bear Lake Road to Cub Lake and Fern Lake Trail,Rocky Mountain National Park,4
10506769,Bear Fern Cub Lake,Rocky Mountain National Park,4
10236195,Deadhorse Loop Trail,Black Canyon of the Gunnison National Park,3
10301761,Lake Nanita and Nokoni via Bear Lake Trailhead,Rocky Mountain National Park,5
10267489,Gianttrack Mountain Trail,Rocky Mountain National Park,5
10336304,Boulder Grand Pass and Thunder Lake Trail,Rocky Mountain National Park,4
10415394,Keplinger Lake from Sandbeach Lake Trailhead,Rocky Mountain National Park,5
10111550,Hague Valley,Rocky Mountain National Park,5
10505928,"Boulder Brook, North Longs Peak Trail, Alberta Falls and Glacier Creek Loop",Rocky Mountain National Park,4
10486536,North Inlet Trail to Lake Nanita,Rocky Mountain National Park,5
10456353,Tomichi Trail,Black Canyon of the Gunnison National Park,5
10008197,Timber Creek Trail,Rocky Mountain National Park,4
10340524,Grand Ditch to Thunder Pass Trail,Rocky Mountain National Park,4
10296241,Tonahutu Creek and Granite Falls Trail,Rocky Mountain National Park,4
10500519,Spectacle Lakes via Ypsilon Lake Trail,Rocky Mountain National Park,4
10515687,Rowe's Glacier to Lost Lake via Lawn Lake Trail,Rocky Mountain National Park,5
10361121,Sky Pond via Glacier Creek Loop,Rocky Mountain National Park,5
10396877,Valley and River Trail Loop,Rocky Mountain National Park,3
10507386,High and Star Dune Loop,Great Sand Dunes National Park and Preserve,4
10328712,Fox Creek Falls,Rocky Mountain National Park,5
10487502,Deer Mountain Loop,Rocky Mountain National Park,4
10387901,Rocky Mountain National Park River Trail,Rocky Mountain National Park,3
10345950,River and Tonahutu Creek Loop,Rocky Mountain National Park,4
10486777,War Dance Falls and Bench Lake via North Inlet Trail,Rocky Mountain National Park,5
10415397,Sandbeach Lake and Mount Orton,Rocky Mountain National Park,5
10415362,Sundance Mountain,Rocky Mountain National Park,3
10325907,Dead Horse Trail,Black Canyon of the Gunnison National Park,4
10511605,Little Rock Lake via Ute Trail and Mount Ida Trail,Rocky Mountain National Park,5
10370401,Sandbeach Trailhead to Bierstadt Lake Trailhead,Rocky Mountain National Park,5
10255922,Spruce Tree House Trail [CLOSED],Mesa Verde National Park,1
10523664,Sand Sheet Loop,Great Sand Dunes National Park and Preserve,1
10010273,Specimen Mountain Crater Trail [CLOSED],Rocky Mountain National Park,3
10535820,"Granite Pass, Chasm Lake, and Storm Pass from Storm Pass Trailhead",Rocky Mountain National Park,5
10038836,Shark Valley Trail,Everglades National Park,2
10001023,Anhinga Trail,Everglades National Park,1
10035361,Fort Pickens Trail,Fort Pickens National Park,2
10003581,Pa-Hay-Okee Overlook Trail,Everglades National Park,1
10236004,Gumbo Limbo Trail,Everglades National Park,1
10017338,Long Pine Key Trail,Everglades National Park,2
