trail_id,name,difficulty_rating
10024435,Bald Hills Road,4
10257677,Smith Peak Trail,4
10270309,Joshua Tree Short Loop Trail and Canyon View Trail Hike,3
10023041,Porcupine Wash to Monument Mountain Trail,4
10350206,Paradise Valley Trail to Woods Creek Crossing,4
10301041,Tioga Pass Road to Yosemite Valley,3
10315482,Jumbo Rocks Campground Loop,2
10036254,Palisade Basin,4
10036469,Lost Man Creek Trail,4
10314258,"Mirror Lake, Valley Loop Trail",4
10301523,Dog Lake Trail and Lambert Dome Trail Loop,3
10292546,Coastal Trail: Demartin Section,4
10028692,Lost Lake Trail,4
10036280,Saline Valley OHV Road,4
10035897,Prospect Peak Trail,4
10027127,Lower Twin and Snag Lakes Loop Trail,4
10264117,Lower Gaylor Lake Trail,3
10273332,Chain Lakes Trail from Clark Range Trailhead,4
10027528,Azalea Campground to Big Stump Grove,3
10400843,Mt. Whitney Loop,4
10290290,Dorst / Lost Grove Trail,3
10328718,Kearsarge Pass Trail to John Muir Trail Loop,4
10035738,Delilah Fire Lookout OHV Trail,4
10258857,Pelican Bay Trail,3
10258333,Peaks View Day Use Area to Bear Gulch Day Use Area Trail,2
10369329,Cathedral Peak: Climber's Approach,4
10401083,Eagle Cliffs Lucky Boy Vista loop,3
10041359,O'Shaughnessy Dam to Tuolumne River,3
10019814,Ibex Dunes Trail,3
10253339,Park Blvd Scenic Drive,4
10265927,Santa Rosa Island - Pier to Ford Point,4
10268367,Shepherd Saddle Road,4
10027567,Bubbs Creek Trail,4
10029823,Chihuahua Mine,4
10264663,Torrey Pines Trail,2
10333949,Tuolumne Meadows to Tenaya Lake via Pacific Crest and Glen Aulin Trails,4
10264665,Lobo Canyon Trail,3
10314574,Joshua Tree Queen Mountain,3
10031264,Hexahedron Mine Trail,3
10407847,Keys View Nature Trail,2
10270224,Tuolumne Meadow to White Wolf via Pacific Crest Trail,4
10112030,High Sierra Trail: Ninemile Creek to Bearpaw Meadow,4
10037317,Huckleberry Meadow Trail,3
10313394,North Lake Loop via Lamarck Col and Alpine Col,4
10236122,Horseshoe Lake Trail,3
10319722,Snow Creek Trail to Yosemite Falls Trail via North Dome,4
10263526,Lyons Ranch Trail,3
10405507,"Smugglers Road, Scorpion Canyon and Potato Harbor",3
10042158,Pushawalla Plateau and Canyon Trail,4
10257650,Old Big Oak Flat Road,4
10252780,Burnt Hill Trail,3
10031504,Lippincott Mine Road,4
10359192,General Sherman via Lodgepole,3
10309528,Mount Whitney via Cottonwood Lakes,4
10273340,Black Eagle Mine OHV Trail,4
10037283,Foresta Falls Trail,2
10322676,Chilnualna Falls Extended Loop,4
10258641,Golden Bell and Eldorado Mine Trail,3
10027101,Lily Pond Nature Trail,2
10039656,Quail Wash to West Entrance Wash Trail,4
10040336,Upper Colony Mill Trail,3
10273345,Silver Bell Mine Hike,2
10368984,Young Lakes and Mount Conness Summit,4
10323769,"Happy Isles, Vernall Falls, Half Dome, Tenaya Lake, and Mirror Lakes Loop",4
10026766,Moorten's Mill Trail,2
10393687,North Grove and Sunset Trail,3
10034166,East Point Trail,4
10033201,Ubehebe Peak Trail,3
10335590,Bear Hill Trail to Moro Rock Trail Loop,3
10020789,Chloride City OHV Trail,4
10302879,Telescope Peak via Shorty's Well Route,4
10269471,Corral Wall Trail,2
10236132,Upper and Lower Twin Lake Trail,3
10484544,Circle Meadows via Congress Trail,3
10039961,Bumpass Hell Trail  [CLOSED],3
10258332,Visitor Center to Peaks View Day Use Area,2
10345726,Viola Falls Trail,3
10258334,Peaks View Day Use Area to Old Pinnacles Trailhead,2
10310470,California Riding & Hiking Trail,4
10313020,Dog Dome and Dog Lake,3
10313072,Indian Pass,4
10454609,"Buena Vista, Royal Arch, and Crescent Lakes Loop",4
10270271,Coffin Peak,3
10348128,"Merced Lake to Half Dome Loop via John Muir, Pack and Cloud Rest Trails",4
10318368,Manzanita and Azalea Trail,3
10270059,Ridgecrest to Death Valley OHV Trail,4
10342905,Zumwalt Meadow Trail to Kanawyers Trail Loop,3
10364030,King Creek Falls and Bench Lake Loop,3
10316154,Mammoth Peak,4
10036294,Death Valley Scenic Drive OHV Trail,4
10236138,Ah-Pah Interpretive Trail,2
10033164,Nine Lake Basin,4
10350195,John Muir to Clouds Rest to Mist Trail,4
10414982,Mt. Perry,4
10320138,Lake Eleanor Hike,3
10305513,Live Oak Tank and Ivanpah Tank,2
10315406,Scorpius Arch Loop,2
10027732,Inspiration Point Trail,2
10358333,Santa Cruz Island: Del Norte Campground to Chinese Harbor,3
10316793,King's Canyon to Mt Whitney,4
10311983,Crest View Trail,2
10257654,White Wolf to Pate Valley Trail,3
10006900,Forest Lake Trail,3
10028862,"Twin Lakes, Horseshoe Lake, and Summit Lake",4
10016753,Hanaupah Canyon Trail,4
10034008,Monarch Canyon/Mine Trail,3
10259114,Matterhorn Canyon and the Sawtooth Range Trail,4
10259147,Sand Dunes via Mecca Dale Road,3
10032078,Cahoon Rock from South Fork Campground,4
10037321,Kings River,4
10271700,Tenaya Lake to May Lake to Mount Hoffman,4
10258349,North Wilderness Trail to Twin Knolls,3
10026970,Roads End to Onion Valley Trail,4
10273342,Turkey Flats Sand Dunes,2
10259115,Benson Pass - Northeast Yosemite Grand Tour,4
10467877,Emerald Lake,4
10400638,Monument Mountain from Pinkham Canyon Trailhead,4
10312298,Pinnacles Overlook Trail,2
10269763,Marble Canyon Petroglyphs,4
10419777,John Muir Trail: Tenaya Lake to Reds Meadow,4
10272277,Sawtooth Pass to Timber Gap Trail,4
10037386,Ashford Canyon Trail,4
10312628,Echo Ridge & Echo Peaks,4
10267412,John Muir Trail: Cathedral Lakes Trail to Clouds Rest,4
10506284,Tenaya Lake Trail,2
10264670,Black Mountain Trail,3
10270902,Yosemite to Agnew Meadows,4
10334875,Parker Pass to Lyell Canyon,4
10302606,Swaney Loop,4
10031729,Holter Ridge via Lost Man Trail,4
10013404,Sifford Lakes Trail,3
10271175,Joshua Tree Burro Loop Trail Hike,3
10027507,Cathedral Peak: Southeast Buttress,4
10270272,Helios Canyon,3
10369327,North Canyon Trail,3
10031643,Bathtub Lake Trail,2
10259022,Merced Lake High Sierra Camp Trail,4
10478855,Wonderland Of Rocks Traverse,3
10309880,"Tuolome, Sunrise and Merced Lakes, and Vogelslang Loop",4
10300210,Taft Point via Four Mile Trail,4
10035715,Gin Flat Loop,3
10258329,Visitor Center to Bacon Ranch,2
10270273,Historic Stovepipe Well,2
10252779,Burnt Hill Trail and Canyon View Trail Loop,3
10035754,East Kennedy Lake Trail,4
10263522,McArthur Creek Loop Trail,4
10355861,Bumpass Hell from Kohm Yah-mah-nee visitor center,4
10388810,Kaleidoscope Canyon Trail,3
10336696,Crescent Lake to Buena Vista Lake,3
10257651,Tamarack Creek Trail,3
10038503,Drake Lake Trail,3
10356648,Young Lakes Trail,4
10020646,Harry Wade Road OHV Trail,4
10343125,High Sierra Trail to Lakes Trail,4
10257620,Covington Trail,4
10033123,Ireland Lake Trail,4
10111638,Negro Hill Trail,2
10021733,Johnson Canyon OHV Trail,4
10259013,Golden Bee Mine Trail,3
10273218,Yosemite Valley East Loop,4
10262825,Kaweah River Trail,4
10304145,Tall Trees Access Road,4
10269469,Morbid Mound Trail,2
10263616,Avalanche Pass Trail to Roaring River Via Kanawyers Trail,4
10319970,Cabin Creek Trail,3
10027515,Walker Lake Trail,4
10032086,Pinto Lake Trail,4
10027565,Vidette Meadow Trail,4
10269463,Candlestein Pass Trail,3
10268353,Bishop Pass Trail,4
10027721,Summit Lake to Kings Creek Trail,3
10270279,Lower Telephone Canyon,3
10022580,Bench Lake Trail,4
10400643,Mastodon Peak and Eagle Mountain,4
10311964,Quail Mountain from Covington Crest Trailhead,4
10038390,Junction Meadow Via Kearsarge Pass and Bubbs Creek Trails,4
10266321,The Farm Trail,2
10041493,Dream Lake Trail,2
10264127,Sugar Pine Grove Trail,3
10262823,Crescent Meadow to Tamarack Lake,4
10312153,Tuolumne Meadows to Vogelsang Pass,4
10002139,John Muir Trail From Tioga Pass Road to the Merced River,4
10420957,Hetch Hechy Reservoir to Sierra Crest Backpacking Loop,4
10267055,Bearpaw Meadow Via Paradise Ridge Trail,4
10294566,Yosemite High Country Open Loop,4
10269474,Love Land Wash,3
10371837,Little Bridge Canyon Trail,4
10270249,Tule Springs,2
10040302,Clark Range Viewpoint,2
10027722,Corral Meadow Loop Trail,4
10037320,Rowell Trailhead to Comanche Meadows,4
10264130,Westfall Meadows Trail,2
10291229,Tamarack Flat to Yosemite Valley,4
10418330,Big SEKI Loop,4
10259085,McCabe Lakes Trail,4
10528381,Generals Highway Scenic Drive,4
10344453,Tharp's Log and Huckleberry Trail Loop,2
10264672,Skunk Point Loop,3
10341188,Wowona to Half Dome to Yosemite Valley,4
10336074,Vogelsang Basin Loop via John Muir Trail,4
10038496,Twin Meadows Trail,3
10320139,Lake Eleanor to Laurel Lake,4
10314387,Onion Valley to Horseshoe Meadows,4
10299404,Deer Cove To Cedar Grove,4
10478797,Old Dale Road: Pinto Basin Road to Route 62,4
10269467,Negropolis Trail,2
10022053,Skidoo OHV Road,4
10264120,Yosemite Creek Trail to Yosemite Creek Campground,2
10396556,Manly Beacon via Zabriskie Point and Gower Gulch,3
10018608,Hidden Valley OHV Drive,4
10264122,Cascade Creek from Tamarack Campground Trail,3
10396557,"Red Canyon, Manly Beacon, Zabriskie Point Loop",3
10315438,Raker Peak Loop,3
10259106,Merced River High Trail,4
10472836,Crystal Lake Trail,2
10269465,Reggie Dome,2
10042325,Paradise Peak,4
10270254,Pride Rock,2
10332210,Huckleberry Trail to Alta Trail Loop,3
10031446,Santa Barbara Island Loop,3
10257652,South Fork of the Tuolumne Trail,3
10308381,Pohono Trail via McGurk Meadow Trail,4
10258344,Visitor Contact Station to Vista Point,2
10483854,Rattlesnake Canyon from Indian Cove Picnic Area,3
10388993,Scotty's Spring,4
10040394,Pinon Mesa via Hummingbird Spring Trail,3
10293872,White Wolf to Upper Yosemite Falls to Yosemite Valley Lodge,4
10335544,White Mountain via Sawmill Walk-in Campground,4
10257653,Aspen Valley Trail,4
10003914,Jakey Lake Trail,3
10257658,White Wolf to Smith Meadow Trail,4
10257676,Mather Ranger Station to Smith Meadow Trail,4
10336695,Crescent Lake from Chilnualna Falls Trailhead,4
10372809,"Trans Sierra Trip: Colby Pass Trail, High Sierra Trail, John Muir Trail, Mount Whitney, PCT",4
10327774,Tamarack Creek to El Capitan,4
10517641,"Butte Lake, Cluster Lakes and Cinder Cone Loop",4
10462912,Big 4 Mines OHV Trail,4
10111637,Careys Castle Trail [CLOSED],3
10261704,Jack Gunn Maltese Peak Trail,2
10270286,Jubilee Mountain,3
10351113,Big Oak Flat Road to Tuloumne Meadows,4
10257657,White Wolf to Aspen Valley Trail,4
10331143,Miguel Meadow to Lake Eleanor to Laurel Lake Loop,4
10310060,Mount Whitney from Cottonwood Lakes Walk in Campground,4
10369012,Grand Canyon of the Tuolumne and Rogers Lake,4
10480470,Tamarack Flat to Eagle Peak,4
10327394,Hetch Hetchy to Yosemite Valley,4
10003613,Elephant Seal Cove Trail,3
10290223,Silver Lake to Yosemite Village,4
10259149,Pleasant Valley To El Dorado Mine and Pinto Basin,4
10316147,Inyo Mine Trail,2
10297082,May Lake Camp to Yosemite Valley,4
10258330,Visitor Center to Butterfield Homestead Trail,2
10484490,Redwood Creek Trail,3
10484535,Rae Lake via Bubbs Creek,4
10039797,Poopenaut Valley Trail,3
10383306,Mt. Lyell Base via John Muir and Rush Creek Trail,4
10483742,Titus Canyon Narrows,2
10420666,Florence Lake via Kings Canyon on the John Muir and Pacific Crest Trail,4
10523443,Lake Eleanor Campground,3
10428358,White Wolf to Piute Creek and the Grand Canyon of the Tuolumne River,4
10257656,White Wolf to Aspen Valley Trail,4
10485496,Goler Wash and Mengal Pass Route,4
10527706,Boiling Springs Lake via Kings Creek and Pacific Crest Trail,4
10522184,Diving Board,4
10467435,Bishop OHV Loop,4
10540716,Montañon Ridge Loop,4
10541145,Rattle Snake Canyon to Oh-Bay-Yo-Yo Shelter Hike,3
10015941,Arch Point Loop Trail,3
10527108,"Snow Creek, May Lake and Clouds Rest Loop",4
10501331,John Muir Trail,4
10541171,Porcupine Wash Ruby Lee Mill Site Trail,3
10541099,"5 Tanks Including Twin Tanks, Ivanpah and Live Oak Tanks",3
10541084,Pinto Basin Fried Liver Wash,4
10541116,Rock Caves Loop,2
10541144,Covington Loop Segment and Deer Horn Trail,3
10497238,"North Dome, Tenaya Lake, Half Dome and Happy Isles via Snow Creek and John Muir Trail",4
10458560,Hunter Mountain OHV Road,4
10483879,Alger Lakes via Mono Pass and Parker Pass Trails,4
10461840,Death Valley Buttes,3
10258991,Wetland Boardwalk,2
10540136,Juniper Lake to Butte Lake Loop,4
10541335,Bridalveil Creek Campground to Ostrander Lake Loop,4
10545116,Tenaya Lake to Half Dome Loop,4
10026705,Emerald Lake Trail,2
10235688,Sky Pond via Glacier Gorge Trail,3
10008208,Gem Lake Trail,2
10012319,The Loch Lake Trail via Glacier Gorge Trail,2
10031204,Alberta Falls Trail,1
10026711,Chasm Lake,3
10264164,Dream Lake Trail,2
10238357,Bear Lake Nature Trail,1
10235698,Twin Sisters Peak Trail,3
10035513,Ouzel Falls via Wild Basin Trail from Sandbeach Lake,2
10010318,Deer Mountain Trail,2
10041185,Lake Haiyaha,2
10031203,"Mills Lake, Black Lake, Frozen Lake Trail",3
10043053,Fern Lake Trail,2
10249728,Bridal Veil Falls via Cow Creek Trail,2
10112141,The Keyhole and Longs Peak via Longs Peak Trail,3
10028391,Bierstadt Lake Loop Trail,2
10238728,Glacier Gorge Trail,2
10235677,Cub Lake Trail Loop,2
10235706,Mount Ida Trail,3
10030658,Adams Falls Trail,1
10011242,Flattop Mountain Trail,3
10026708,Sprague Lake Trail,1
10035508,Cascade Falls,2
10111552,Hallett Peak,3
10003209,Timberline Falls and Sky Pond Trail,3
10037044,Odessa Lake Via Fern Lake Trail,3
10028402,High Dune Trail,2
10235697,Nymph Lake Trail,1
10041193,Copeland Falls to Calypso Cascades,2
10235739,Black Lake Trail,3
10235712,East Inlet Trail to Lone Pine Lake,3
10003950,Sandbeach Lake Trail,3
10235699,Ouzel Lake Trail,3
10317586,Mills Lake via Glacier Gorge Trail,2
10041187,Alluvial Fan Trail,1
10026713,West Creek Falls,2
10038099,Lily Lake,1
10292656,Bear Lake to Alberta Falls to Mills Lake,3
10026702,Ute Trail - Tombstone Ridge,3
10012254,Lawn Lake Trail,4
10297828,Ouzel Falls via Wild Basin Trail,3
10291251,The Loch and Lake of Glass,3
10033941,Estes Cone via Eugena Mine and Longs Peak Trail,3
10235681,Andrews Tarn and Andrews Glacier Trail,3
10033876,Petroglyph Point Trail,2
10235802,Bridal Veil Falls Via Lumpy Ridge Trails,4
10002801,Ypsilon Lake Trail,4
10363771,Bear Lake to Sky Pond via Glacier Gorge Trail,3
10001492,Calypso Cascades via Allenspark Trail,3
10293112,Lake Helene via Fern Lake Trail,3
10005393,Bluebird Lake Trail,4
10293307,"Nymph, Dream, Haiyaha and Loch Vale Lakes Loop",3
10258578,Cub Lake,3
10235741,East Inlet Trail to Lake Verna,4
10030593,Warner Point Nature Trail,2
10320915,Gem Lake Trail and Lumpy Ridge Loop,2
10272716,Continental Divide National Scenic Trail (CDNST) Loop,4
10000412,Chasm Falls Trail via Old Fall River Road,2
10010458,Timber Lake Trail,4
10106086,Cliff Palace Loop Trail,1
10289358,Mills Lake and The Loch,3
10235810,Green Mountain Trail,2
10248248,Flat Top Mountain and Fern Lake Trail,3
10296119,Alberta Falls and Bear Lake,2
10263499,Gem Trail to Balanced Rock,3
10264059,Alpine Ridge Trail,1
10290799,Four Lake Loop Trail,3
10033934,Toll Memorial Trail,1
10031845,Mosca Pass Trail,3
10235769,Finch Lake via Allenspark Trail,3
10284205,"Tyndall Glacier and Nymph, Dream, Emerald, and Haiyaha Lakes",3
10267490,Lily Ridge Trail,1
10033889,Oak Flat Loop Trail,1
10259076,Gunnison Route Trail,2
10018356,Dunes Trail from Pinyon Flats,2
10031830,Crystal Lakes Trail,4
10293115,Glacier Gorge Trailhead to Jewel Lake,3
10271463,Trail Ridge Road,4
10235788,MacGregor Falls Trail,3
10249822,Painted Wall View Trail,1
10299305,Mills Lake via Glacier Gorge Trail,3
10007866,Chapin Pass Trail to Mount Chapin,2
10111780,Mount Chiquita via Chapin Pass Trail,3
10277364,The Pool via Fern Lake Trail,2
10274329,Twin Owls and Lumpy Ridge Loop,2
10250371,Onahu Trail to Granite Falls,3
10030653,Lulu City Trail,3
10038088,Mirror Lake Trail,4
10241603,Old Fall River Road,4
10013526,Thunder Lake Trail,4
10002585,North Inlet Trail to Lake Nokoni,4
10255921,Balcony House Loop Trail,1
10270326,Bear Lake to Bierstadt Lake via Flat Top Mountain Trail,2
10008051,Upper Beaver Meadows Loop Trail,1
10236189,Chasm View Nature Trail,1
10248242,Forest Canyon Overlook,1
10017559,Lion Lake Trail,4
10254185,Emerald Mountain Trail,2
10258922,Sand Dunes Loop Trail,3
10018316,Exclamation Point,2
10258930,Green Mountain Summit Via North Vista Trail,3
10258323,5 Lake Loop,4
10008056,Mesa Verde Point Lookout Trail,2
10239321,Big Meadows Trail,3
10279359,Bear Lake and Nymph Lake,1
10240894,Cow Creek to Gem Lake,3
10235711,East Inlet Trail to Spirit Lake,4
10263386,Fern and Spruce Lakes,3
10263389,Finch Lake and Pear Lake Trail,4
10275682,East Inlet Trail to Adams Falls and Campsite,2
10272876,Gunnison Point Overlook,1
10265217,Marmot Point Trail,1
10264634,Holzwarth Historical Site / Never Summer Ranch,1
10236182,Rim Rock Nature Trail,1
10265442,Irene Lake Trail,1
10002501,Soda Canyon Overlook Trail,1
10266708,Boulder Brook Trail,2
10289369,Odessa Lake via Fern Lake Trail,3
10030657,Ute Trail from Poudre Lake to Alpine Ridge,3
10344418,"Chapin, Chiquita, Ypsilon",3
10017560,Storm Pass Trail,4
10289234,Bear Lake to Lake Bierstadt,2
10314923,Beaver Ponds,2
10028396,East Portal Trailhead: Wind River and Glacier Basin Loop,3
10002944,Onahu Creek Trail,3
10038098,Eugenia Mine,2
10236179,Upper Sand Creek Lake Trail,3
10039066,Mesa Verde National Park Scenic Drive,4
10264641,Warner Route,3
10031837,Mill Creek Basin Trail to Bierstadt Lake,3
10274038,Mount Lady Washington and Chasm Lake,4
10267446,Mummy Mountain Trail,4
10268030,Beaver Mountian Trail,2
10264716,Bible Point,2
10236038,Long House Trail,2
10266319,Lilly Lake to Estes Cone Loop,3
10006227,Tonahutu Creek Trail to Big Meadows,3
10235791,Twin Owls Loop,2
10269076,Big Meadow and Ptarmigan Pass Loop Trail,4
10030655,Little Yellowstone,4
10263500,Shadow Mountain Fire Lookout Trail,3
10026706,Little Matterhorn,3
10281307,Lookout Mountain and Horsetooth Peak,3
10258580,Glacier Gorge to Glacier Creek Trail,3
10293283,Rocky Mountain Lake Loop,4
10028436,Medano Lake Trail,3
10273673,Mount Lady Washington,4
10236186,Cedar Point Nature Trail,1
10306840,Bear Lake Trail Head to North Inlet Trail Head,4
10236039,Step House Trail,1
10295603,Sprague Lake,2
10004128,Montville Nature Trail,1
10013832,Finch Lake and Pear Reservoir Trail,4
10290912,The Spearhead via Glacier Gorge Trail,4
10302787,Bear Lake Road Loop,2
10236176,Dunes Overlook Sand Ramp Trail,1
10013322,North Deer Mountain Trail,3
10000730,Knife Edge Trail,2
10005709,Lake Nanita Trail,4
10348232,Peak 12150 via Ute Trail,3
10007989,Prater Ridge Trail,3
10028379,Shipler Cabin,2
10255924,Far View Sites Complex,1
10012441,Spruce Canyon Trail,2
10235811,The Saddle Trail,4
10288992,Fern Lake Trail and Cub Lake Trail Loop,4
10263505,Mount Otis from Bear Lake,4
10310851,Hidden Valley Creek Nature Walk,1
10341169,Oldman Mountain,2
10235721,Haynach Lakes Trail,4
10008311,Black Canyon Trail,4
10008082,Hidden Valley Trail,2
10483902,Shelf Lake and Solitude Lake via Glacier Gorge Trail,3
10351832,Finch Lake from Finch Lake Trailhead,3
10308121,Longs Peak Via Boulder Brook,4
10042102,East Shore Trail,4
10267072,South Lateral Moraine Trail,2
10303226,"Black Canyon, Dark Mountain, Cow Creek, Gem Lake Loop",4
10328652,Dragon Point Trail,1
10263510,Lake of the Clouds via Grand Ditch Trail,4
10347650,Azure Lake and Inkwell Lake Loop,4
10001960,Cache la Poudre River Trail,2
10316689,"Sprague Lake, Glacier Creek and Storm Pass Loop",2
10299308,"Nymph Lake, Lake Haiyaha, Mills Lake and Jewel Lake",3
10009217,Little Medano Creek Trail to Medano Lake,4
10002726,Wellington Ditch Trail,1
10239051,High Point Trail,1
10006093,Little Horseshoe Park Trail,3
10009678,Flattop Mountain Trail to Ptarmigan Pass to Big Meadows,4
10009887,Sundance Mountain Trail,2
10325732,West Creek Falls and Fox Creek Falls Trail,3
10267447,Mount Fairchild Trail,4
10384471,Eagle Cliff Mountain,2
10255923,Mesa Top Loop Road,2
10293388,Park Point Overlook Trail,1
10352842,Fern Lake Trail to Flat Top Mountain Loop,4
10323206,East Portal Trail,1
10415387,Chief Cheley Peak and Mount Ida,4
10326635,Black Canyon Trail,3
10328654,Pulpit Rock Overlook Trail,1
10296253,Cub Lake Loop via Moraine Trail,4
10236040,Badger House Community Trail,2
10335093,Chapin Creek,2
10325906,Cross Fissures Trail,2
10346961,Dunes Overlook Trail,3
10325904,Devils Lookout Trail,2
10296245,Visitor Center to Granite Falls,4
10033938,Beaver Ponds Boardwalk,2
10013146,Red Mountain to Grand Ditch Trail,4
10505446,Six Lakes Boulder Loop,3
10241201,Cow Creek to McGregor Loop,4
10331490,Storm Pass and Longs Peak Trail,4
10328659,Sunset View Trail,2
10333886,"Wind River, Storm Pass, Sprague Lake, and Glacier Creek Loop",3
10415389,Continental Divide Traverse: Milner Pass to Bear Lake,4
10325905,Rock Point Trail,2
10353375,Finch Lake and Pear Lake via Allenspark Trail,4
10233312,Bear Lake to Howell Park,4
10297065,Balanced Rock via Cow Creek Trail,3
10003889,Farming Terraces Trail,2
10336110,Colorado River and Red Mountain Trail,3
10328656,Chasm View South Rim Lookout Trail,2
10290968,Lulu City via Little Yellowstone Trail,3
10325911,Uplands Trail,2
10293306,Skeleton Gulch,4
10258032,Pinion Flats Campground Trail,2
10503810,North Long's Peak Trail to Boulder Brook,3
10327225,Wild Basin Trail to Allenspark Trail,4
10328707,Bear Lake Road to Cub Lake and Fern Lake Trail,3
10506769,Bear Fern Cub Lake,4
10236195,Deadhorse Loop Trail,3
10301761,Lake Nanita and Nokoni via Bear Lake Trailhead,4
10267489,Gianttrack Mountain Trail,4
10336304,Boulder Grand Pass and Thunder Lake Trail,4
10415394,Keplinger Lake from Sandbeach Lake Trailhead,4
10111550,Hague Valley,4
10505928,"Boulder Brook, North Longs Peak Trail, Alberta Falls and Glacier Creek Loop",4
10486536,North Inlet Trail to Lake Nanita,4
10456353,Tomichi Trail,3
10008197,Timber Creek Trail,4
10340524,Grand Ditch to Thunder Pass Trail,4
10296241,Tonahutu Creek and Granite Falls Trail,4
10500519,Spectacle Lakes via Ypsilon Lake Trail,4
10515687,Rowe's Glacier to Lost Lake via Lawn Lake Trail,4
10361121,Sky Pond via Glacier Creek Loop,4
10396877,Valley and River Trail Loop,2
10507386,High and Star Dune Loop,3
10328712,Fox Creek Falls,4
10487502,Deer Mountain Loop,4
10387901,Rocky Mountain National Park River Trail,2
10345950,River and Tonahutu Creek Loop,4
10486777,War Dance Falls and Bench Lake via North Inlet Trail,4
10415397,Sandbeach Lake and Mount Orton,4
10415362,Sundance Mountain,3
10325907,Dead Horse Trail,3
10511605,Little Rock Lake via Ute Trail and Mount Ida Trail,4
10370401,Sandbeach Trailhead to Bierstadt Lake Trailhead,4
10255922,Spruce Tree House Trail [CLOSED],2
10523664,Sand Sheet Loop,2
10010273,Specimen Mountain Crater Trail [CLOSED],3
10535820,"Granite Pass, Chasm Lake, and Storm Pass from Storm Pass Trailhead",4
10038836,Shark Valley Trail,3
10001023,Anhinga Trail,1
10035361,Fort Pickens Trail,2
10003581,Pa-Hay-Okee Overlook Trail,1
10236004,Gumbo Limbo Trail,1
10017338,Long Pine Key Trail,3
10034730,Biscayne National Park Walk,3
10016305,Mahogany Hammock Trail,1
10016478,Everglades Coastal Prairie Trail,3
10025862,Fort Jefferson Loop,1
10002315,Pinelands Trail,1
10017967,Everglades National Park East Entrance to Flamingo Scenic Route,3
10111232,Blackbird Marsh Trail,2
10026433,Nine Mile Pond,3
10294502,Black Creek Canal Trail,2
10013214,Bobcat Boardwalk Trail,2
10347885,Jetty Trail,2
10005233,Eco Pond Trail,2
10015102,Guy Bradley Trail,2
10013481,Snake Bight Trail,2
10030904,Flamingo Campground,2
10236016,West Lake Trail,2
10236014,Bear Lake Trail,3
10267812,Flamingo to Coot Bay,3
10003259,Christian Point Trail,3
10013224,Rowdy Bend Trail,3
10267811,Wilderness Waterway,3
10021066,Fakahatchee Island,3
10294501,Boca Chita Trail,2
10395621,Otter Cave Hammock Trail,2
10267870,West Lake Canoe Trails,3
10259207,Clayton County International Park Trail,2
10042890,Cowles Bog Trail,2
10018166,Little Calumet River Trail Loop,2
10018164,West Beach Loop with Scallop Dunes and Long Lake Trail,2
10033779,Dune Succession and West Beach Walk,2
10323594,West Beach Loop,1
10338879,Miller Woods Trail,2
10265729,Dune Ridge Trail,1
10249715,Tolleston Dunes,2
10351455,Beach Trail to Waverly Beach,2
10018161,Indiana's Lake Michigan Shoreline Scenic Drive,3
10331078,Portage Lake Front River Walk,2
10496321,Bailey Homestead Loop,2
10495796,Trail 3,2
10337618,Calumet Trail,3
10369418,Great Marsh Trail Loop,2
10496311,Bailey Cemetary Trail,2
10236102,Green River Bluffs Trail,2
10234750,Cedar Sink Trail,1
10028243,Mammoth Cave National Park Scenic Drive,3
10236103,Sinkhole Trail,2
10003973,Echo River Spring and Sinkhole Loop,2
10236104,Echo River and River Styx Springs Trail,2
10039482,Sal Hollow and Buffalo Creek Loop Trail,3
10268406,Dixon Cave Trail Loop,1
10023428,First Creek Lake Trail,2
10236097,McCoy Hollow Trail,3
10269382,Heritage Trail Loop,1
10039481,Mammoth Cave Park Long Loop Trail,4
10272353,Big Hollow North and South Loops Trail,3
10269383,Mammoth Cave Railroad Trail,3
10236099,Sand Cave Trail,1
10236100,Sloan's Crossing Pond Trail,1
10288689,Turnhole Bend Nature Trail,1
10339232,Echo River Spring Trail,2
10236062,Buffalo Trail,3
10037956,Turnhole Bend via Buffalo Trail,3
10030501,White Oak Trail,3
10236098,Wet Prong Trail,3
10041962,Raymer Hollow Trail,3
10037955,Collie Ridge Loop,4
10474893,Buffalo Creek and Saw Hollow Loop,4
10382120,"Maple Springs, Raymer Hollow Trail, and Mill Branch Trail Loop",4
10033788,Blair Spring Trail,3
10039483,Good Spring West Trail [CLOSED],3
10006208,The Beehive Loop Trail,1
10006042,Cadillac North Ridge Trail,2
10241910,Jordan Pond Full Loop Trail,1
10260660,Ocean Path and Gorham Mountain Loop Trail,2
10010417,Cadillac Mountain South Ridge Trail Loop,3
10279767,"Precipice, Orange and Black and Champlain North Ridge Trail Loop",2
10235826,Ocean Path Trail: Thunder Hole and Monument Cove,2
10012621,Great Head Trail (Short Option),1
10260691,South Bubble Mountain and Jordan Pond Loop,2
10258661,Cadillac Summit Loop Trail,1
10000347,Acadia Mountain and St. Sauveur Mountain Trail Loop,2
10274864,Gorham Mountain,2
10016038,Bubbles Trail to Conners Nubble and Eagle Lake,2
10235832,Ship Harbor Trail,1
10011593,Penobscot Mountain Trail,2
10000030,Dorr Mountain Ladder Trail,2
10016942,Beech Mountain Loop Trail,2
10009072,Bar Island Trail,1
10277873,Great Head Trail (Full Loop),1
10002987,Wonderland Trail,1
